,title,MLS ID,transaction_type,home_type,level,first day on market,last day on market,sold_price,list_price,bedrooms,bathrooms,den,sqft,exposure,parking,locker,maintanance fee,description,link,address
2577,955 Bay St 2013 | Apartment For Sale,C4985892,for sale,Residential Apartment,20,20201111,,,"998,000",3,2,0,800-899,W,Owned,Owned,610.19,"The Britt Luxury Condo At Prime Downtown Location! Live In Magnificent British Hotel With Inspired Design That Brings History Into The Future! The 3 Bed With 2 Full Bath, Modern Kitchen With B/I Appliances. Perfect Walking Score . Steps To Shops, Dining &amp; Entertainment, Mins To University Of Toronto And Ryerson University, Library, Subway Station, Supermarkets, Fine Restaurants, Bloor And Yorkville Luxury Shopping. S/S Appliances, Integrated Fridge, Cooktop, Slide-Out Exhaust Hood, Wall Oven, Dishwasher, B/I Microwave, Washer/Dryer, One Parking And One Locker.""",https://www.realmaster.com/en/toronto-on/955-bay-st/2013-bay-street-corridor-TRBC4985892?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"2013 955 Bay St, Toronto, Ontario, M5S2A2"
2578,21 Nelson St Lph01 | Apartment For Sale,C4957727,for sale,Residential Apartment,12,20201017,,,"1,200,000",2,3,1,1200-1399,S,Owned13,Owned,1136.32,"Beautifully 2 Storey 1,387 Sq.Ft Lower Penthouse In The Luxury Boutique Condos. This 2 Bdr+Den Suite Features A Spacious Open Concept Main Level (Virtual Staged Images) With W/O To Open Balcony Overlooking The Cn Tower And City. Bbq Allowed.9' Ceilings On Main &amp; 2nd Level, Kitchen With Granite Counter &amp; Island, Backsplash, Marble Bathroom Vanity, Full Height Windows. Hardwood Floor Throughout. Lot Of Storages. Only Virtual Viewing Available Now. All Elfs, S/S Fridge, Stove, B/I Dishwasher, Microwave, Washer &amp; Dryer.2 Car Tandem Parking Spot &amp; Locker. Modern Exercise Facilities, Pool, Rooftop Terrace, Billiard, Concierge. Theatre, Thompson Hall, Hospitals, World Class Restaurants.""",https://www.realmaster.com/en/toronto-on/21-nelson-st/lph01-waterfront-communities-c1-TRBC4957727?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"Lph01 21 Nelson St, Toronto, Ontario, M5V3H9"
2579,16 Robin Hood Rd | House For Sale,W5112141,for sale,Residential House,,20210211,,,"1,591,000",3,2,0,,N,,,,"Updated Bungalow On Tree-Lined Street In Prime Chestnut Hills, W/46' Frontage &amp; Private Backyard! Sun-Drenched Lr/Dr W/Wood Fireplace O/L Kitchen With B/I Bay Window Bench &amp; Skylight. Fully Finished Basement Boast Spacious Rec Room W/Stone F/P, Office Area, &amp; Updated Bathrm. New Furnace, A/C ('20). Amazing School Area + Walk To Parks, Shops &amp; Transport! Surrounded By Multi-Million Dollars Homes, This Gem Is Move -In Ready, Or Perfect To Expand! Don't Miss! Fridge,M/V,Dishwasher, Stove,Washer &amp;Wdryer.All Elfs,All Window Cov, Excl:Grey Curtains In Bdrms,Furnace/Ac ('20),Fireplace Cleaned('20),Duct Cleaning('20),Steps To Kingsway College,Top Ranking Humber Valley Village Ps. Picturesque Street!""",https://www.realmaster.com/en/toronto-on/16-robin-hood-rd/edenbridge-humber-valley-TRBW5112141?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"16 Robin Hood Rd, Toronto, Ontario, M9A2W8"
2580,18 Sorauren Ave | House For Sale,W5107802,for sale,Residential House,,20210208,,,"999,000",4,2,0,,W,,,,"Buy The Dream.  This 3235 Sq Ft (Including Bsmt) Victorian Home Is Waiting For Your Vision And Passion To Reclaim Its Glory From Years Gone By.  Wondering What To Do To While Away Your Days How About Taking On A Total Gut Job Renovation?  Top To Bottom This Houses Needs It All And With A Street Presence Second To None You Will Be Delighted To Call It Home Once You've Completed Your Total Reno. 10 ' Ceilings Mn Flr,  Oversized Back Yard, Huge Double Car Garage Easy Access To The Lake &amp; Martin Goodman Trail, Steps To Queen West Amenities/Transit, Short Drive To Hwy For Downtown Commutes Or Out Of Town Drives.  Property Being Sold In An As Is, Where Is Basis Seller Makes No Warranties Of Any Sort""",https://www.realmaster.com/en/toronto-on/18-sorauren-ave/roncesvalles-TRBW5107802?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"18 Sorauren Ave, Toronto, Ontario, M6R2C7"
2581,1044 Roselawn Ave | House For Sale,W5102376,for sale,Residential House,,20210202,,,"899,999",1,3,1,,N,,,,"Home Sweet Home - Welcome To This Fully Upgraded Top To Bottom Cozy &amp; Bright Detached Bungalow Nestled In A Great Neighborhood Surrounded By Pubic Transit, Schools, Fine Dinning, Shopping, Hwy And Many More. Long Private Driveway To Park Up-To 4 Cars And A Big Size Treed Backyard For Your Summer Activities. Upgraded Kitchen With Quartz Counter Tops, Solid Wood Cabinets &amp; Built In Wine Holder. Separate Side Entrance To The Finished Basement. Microwave/Dishwasher ('21). Massive 4Pc Ensuite. Maple Hardwood Throughout Main Floor ('11), New Wiring &amp; Pot Lights Throughout ('11), Nest Electrical Heating ('18), High Efficiency Furnace ('16). Move In Ready To Enjoy &amp; Build Equity.""",https://www.realmaster.com/en/toronto-on/1044-roselawn-ave/briar-hill-belgravia-TRBW5102376?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"1044 Roselawn Ave, Toronto, Ontario, M6B1C2"
2582,17 Hathor Cres | House For Sale,W5089331,for sale,Residential House,,20210120,,,"1,649,800",4,4,0,,N,,,,"Excellent Location &amp; Much To Offer! Beautiful Detached 5 Level Back-Split Home Sits On Large Pie Shaped Ravine Lot! Great Curb Appeal With A Covered Front Porch. Spacious Layout W/ 4 Entrances Into Home.Family Rm Offers A W/O To Large Sun-Room W/ 2 Skylights &amp; A Terrace. Great Size Bdrms With Hardwood Floors. Finished Lwr Lvl Has A Fully Loaded Modern Kitchen, B/I Bar, Pot Lights &amp; Fireplace! Large Backyard W/ Covered Patio. Newer Roof &amp; Eavestrough Cleaned. 2 Fridges, 2 Stoves, 2Dws, 1 Freezer, All Window Coverings, All Elf, Cac,Large Catina W/Sink, French Doors, Fireplace, Washer &amp; Dryer. Underground Sprinkler, Alarm System, Oversized Double Car Garage With Gdo Remotes, &amp; More! (Hwt Is Owned)""",https://www.realmaster.com/en/toronto-on/17-hathor-cres/humber-summit-TRBW5089331?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"17 Hathor Cres, Toronto, Ontario, M9L1C1"
2583,773 Eastern Ave | House For Sale,E5112162,for sale,Residential House,,20210211,,,"849,000",4,2,0,,S,,,,"Extra-Wide Semi-Detached Home On An Extra-Deep-Lot In Leslieville. Attention Renovators, Handymen, Contractors, Builders And Adventurers. This Home Needs A Lot Of Love. Look To The Adjacent Two Eastern Lots For Inspiration. Sought After Location Close To Leslieville Shops, Film District, Beaches, Loblaws, Starbucks, 24Hr Ttc, Lakeshore, Dvp, Gardiner And Downtown. Being Sold As-Is. This Property Needs Complete Reno. Be Creative, Think Long Term. Furnace And Hot Are Owned.""",https://www.realmaster.com/en/toronto-on/773-eastern-ave/south-riverdale-TRBE5112162?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"773 Eastern Ave, Toronto, Ontario, M4M1E9"
2584,313 Cedarvale Ave | House For Sale,E5112092,for sale,Residential House,,20210211,,,"999,900",2,2,1,,E,,,,"Completely Renovated Detached Home With Sep. Entrance In-Law Suite. Legal Pad Parking In Prime East York. Family Friendly Street. Spacious Open Concept Main Floor, Engineered Hardwood Flrs, Quartz Counters, S/S Appliances, Centre Island, Separate D/R. 2 Decks, Large Storage Shed And Nearly 7 Ft High Ceilings In Basement With Full Bath, Kitchen And Laundry. Have Somebody Help Pay Your Mortgage.  Steps To Transit And The Danforth. Inclusions, S/S Fridge, S/S Stove, S/S Dishwasher, Washer &amp; Dryer, Shed, Bsmt Fridge, Stove, Dishwasher &amp; Euro Style Washer/Dryer Combo. Exclude Drapes In Living Rm &amp; Bedrooms.""",https://www.realmaster.com/en/toronto-on/313-cedarvale-ave/woodbine-lumsden-TRBE5112092?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"313 Cedarvale Ave, Toronto, Ontario, M4C4K3"
2585,137 Toynbee Tr | House For Sale,E5111504,for sale,Residential House,,20210210,,,"799,000",3,2,1,,E,,,,"Stunning Updated 3 + 1 Bdrm Detached Family Home On One Of Guildwood's Most Sought-After Streets! Premium Pie-Shaped 47.29 Ft X 109.83 Ft Lot. Spacious O/C Principal Rms, Eat-In Kitchen W S-S Appls. Spectacular Fully Fenced Bkyd W Inground Pool &amp; Gas Bbq Hook-Up. East/West Exposure Offers Tons Of Natural Light Thruout. Master Bdrm W His/Her Closets &amp; Walk-Out To Pool. Lrg Bsmt Rec Room &amp; Sep 1 Bdrm Bsmt Apt - Use As Inlaw Suite Or Additional Income! Walking Distance To Scarborough Bluffs, Woodland Trails, Libraries, Schools, Parks, Playgrounds, &amp; All Amenities. Conveniently Located Steps To Guildwood Go Stn For Stress-Free Commuting To Union Stn In Under 30 Min! Virtual Tour Attached!""",https://www.realmaster.com/en/toronto-on/137-toynbee-tr/guildwood-TRBE5111504?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"137 Toynbee Tr, Toronto, Ontario, M1E1G5"
2586,46 Caravan Dr | House For Sale,C5111925,for sale,Residential House,,20210211,,,"1,998,000",3,3,1,,W,,,,"Your Very Own Oasis In The City! Lush Landscaped Lot Nestled In This Treelined Banbury Neighbourhood. Natural Light Filled Charming Bungalow With Quality Hardwood Floors, Elevated Ceilings, Two Wood Burning Fireplaces, Large Principle Rooms. Fully Finished Basement With One Bedroom, Three Piece Bath, Plenty Of Storage, And Recreation Rm Awaits Your Family! $$$ Spent On Luxurious Backyard Oasis With Inground Concrete Valmar Pool And Gas Line For Bbq. Imagine The Possibilities With This Home.. Close To Everything!! Edwards Gardens, Top Fraser Institute Schools, Ttc, Hwy 401/Dvp/404, Shops, Restaurants. Incl: All Elfs, All Appliances, W/Coverings, Ingrd Sprinkler System And Concrete Pool""",https://www.realmaster.com/en/toronto-on/46-caravan-dr/banbury-don-mills-TRBC5111925?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"46 Caravan Dr, Toronto, Ontario, M3B1N3"
2587,41 Resolution Cres | House For Sale,C5109789,for sale,Residential House,,20210209,,,"1,150,000",4,3,1,,S,,,,"Newly Painted(1st &amp; 2nd Floor)4+1 Bedroom Home In Hillcrest. Main Floor Incl Granite Counters In Kitchen With Cabinetry&amp;Pantry. Moulding. Hardwood Floors, Open Concept Bright Spacious Layout. Well Maintained Property And Landscaped Back Yard With Extensive Patio Stone And Fully Fenced Backyard. Quiet Crescent, In Good School District A.Y Jackson School And Zion Heights School. Finished Basement With Separate Entrance. Close To Hyw Plazas Seneca College Etc 2 Fridges, 2 Stoves, Dshwshr, Gas Furnace, Hwt(R), Elfs,Window Coverings, Outdoor Sheds. Sliding Door To Back Yard As Is.""",https://www.realmaster.com/en/toronto-on/41-resolution-cres/hillcrest-village-TRBC5109789?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"41 Resolution Cres, Toronto, Ontario, M2H1N3"
2588,33 Mann Ave | House For Sale,C5108221,for sale,Residential House,,20210208,,,"2,699,000",4,4,1,,E,,,,"Incredible Custom Home In Coveted Davisville Village. A Rare Gem For The Area, With An Extra Wide 33.33 X 125 Ft Lot &amp; 2 Car Garage, This Beautiful Home Offers Endless Luxurious Living Space. Featuring An Open Concept Chef's Kitchen/Family Room W/Breakfast Area &amp; Walk-Out, Large Principal Rooms, Master Retreat W/5Pc Ensuite, W/I + Wall-To-Wall Closets. Incredible Lower Level W/Vaulted Ceilings + Walk-Out To Yard. Steps To Future Lrt &amp; Maurice Cody School. Fridge, Stove, Dishwasher, Washer &amp; Dryer, All Window Coverings, All Electrical Light Fixtures, All Bathroom Mirrors, All Built-In Shelving &amp; Organizers, All Tv Brackets, Gb &amp; E, Cac &amp; Any Permanent Fixtures Belonging To Seller.""",https://www.realmaster.com/en/toronto-on/33-mann-ave/mount-pleasant-east-TRBC5108221?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"33 Mann Ave, Toronto, Ontario, M4S2Y2"
2589,1095 Dundas St W | Townhouse For Sale,C5107666,for sale,Residential Townhouse,,20210208,,,"1,379,000",4,4,2,,S,,,,"Stunning Legal Two Family Home Perched At Gorgeous Trinity Bellwoods Park, This Gut Reno Has Style,Flair, And One Of The City's Trendiest 'Hood's Right Out The Front Door! Sleek European Styled Kitchens Are Perfect For Whipping Up A Gourmet Meal, Or Leave The Dishes For Someone Else And Stroll For Takeout At One Of Ossington's Many Fab Eateries.  Each Unit Is A Home Unto Itself With Room To Live And Work, Plus Ample Outdoor Space. Sweet Perfection. You Can't Beat This Spectacular Location, And You Won't Have To Lift A Finger In This House! Done!!! 2 Fridges, 2 Stoves, 2 B/I Dishwasher, 2 Washers, 2 Dryers, Gb&amp;E, Cac. All Brand New And Never Used.""",https://www.realmaster.com/en/toronto-on/1095-dundas-st-w/trinity-bellwoods-TRBC5107666?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"1095 Dundas St W, Toronto, Ontario, M6J 1W9"
2590,90 Esgore Dr | House For Sale,C5107616,for sale,Residential House,,20210208,,,"2,699,000",3,3,1,,W,,,,"Large Rarely Offered 64.17Ft Frontage In The Heart Of The Prime Cricket Club, Excellent Opportunity For Builders, Investors, Or End-Users,. Live In, Renovate, Or Build Your Brand New Dream Custom Home. Graciously Proportioned Principal Rms W/ Fab. Entertaining Flow. Refinished Oak Hardwd &amp; Porcelain Tile Flrs. Updated 4Pc. Kit. Open To Fam.Rm &amp; Din.Rm. L/L Boasts Rec Rm, Wd.Burning Fp, Add'l Bdrm &amp; Ample Storage. Garden Oasis, Interlock Trrc &amp; Lush Greenery.. All Elfs. All Window Coverings. 1 Car Garage. Appliances Include: Maytag W+D, Kenmore Stove, Ge Dw And A Whirlpool Refrigerator/Freezer""",https://www.realmaster.com/en/toronto-on/90-esgore-dr/bedford-park-nortown-TRBC5107616?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"90 Esgore Dr, Toronto, Ontario, M5M3R8"
2591,611 Hillsdale Ave E | House For Sale,C5101822,for sale,Residential House,,20210202,,,"1,779,000",3,3,1,,S,,,,"An Absolute Gem! Fully Renovated,Detached Home On A Premium Deep South Lot 25' X 142'!Huge Fully Fenced Backyard,Everything Has Been Done, Just Move-In.Charming 2 Storey,Solid Brick Home With 3 Bedrooms And 3 Baths.A Fully Finished Basement With Side Entrance. Updated Detached Garage In The Back. Designer Fixtures/Finishings.Oversized Windows,Built In Closets, Pot Lights, Quartz Counters, See The Virtual Tour Link For Photos! Premium Hardwood,Countertops,Furnace&amp;A/C&amp;Humidifier, Interlocked Driveway,Interlocked Back Porch, Bbq Gas Line,All Branded Appliances With Gas Stove,Garage Door Opener.New Windows/Doors/Roof/Plumbing/Electrical.Pot Lights,The List Goes On.""",https://www.realmaster.com/en/toronto-on/611-hillsdale-ave-e/mount-pleasant-east-TRBC5101822?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"611 Hillsdale Ave E, Toronto, Ontario, M4S1V1"
2592,433 Belsize Dr | House For Sale,C5096052,for sale,Residential House,,20210127,,,"2,599,000",4,4,2,2000-2500,S,,,,"Elegant 4 Bedroom 2 Storey Home, Ideal For First-Time Buyers Or Investors. Open Concept Living &amp; Dining W/ 10 Ft Ceilings, Wainscoting Panels, Designer Eat-In Kitchen W/Quartz Centre Island &amp; Bright Family Room. Good Size Master Bed W/En-Suit. Garden &amp; Detached Garage. Separate Side Entrance To Finished Basement Featuring An Extra-Large Rec Room With Many Options. Steps To Shopping, Ttc, Restaurants And More!!!! All Elfs, Kitchen Aid S/S Oven, S/S Stove Top,Dble S/S Fridge, B/I Dishwasher, Dble S/S Sinks, Cac, Cvac, Pot Lights. S/S Washer/Dryer, Skylight, Hwt (Rental), All Window Coverings.Prime Demand Neighbourhood. High Ranking School Zone.""",https://www.realmaster.com/en/toronto-on/433-belsize-dr/mount-pleasant-east-TRBC5096052?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"433 Belsize Dr, Toronto, Ontario, M4S1N3"
2593,463 St Germain Ave | House For Sale,C5095716,for sale,Residential House,,20210127,,,"2,948,888",3,4,1,2000-2500,S,,,,"Prepare To Be Wowed! Must See Pristine Custom Built Modern &amp; Elegant Home. High End Finishes Thruout Aprox 2450 Sqft. + Bsmnt On A 25 X 150 Lot. Breathtaking Sunken Kit &amp; Fam Rm W/12Ft Ceilings Greet You When You Step Down From The Liv &amp; Din Rm Into The Kit/Fam &amp; Breakfast Area To 3 Beautiful French Dbl Doors. Lead To Backyard Oasis W/ Breathtaking Pool. 9' Clgs On Main*Built Ins. Thruout. Large Rms. Huge Master W/ Vaulted Clgs &amp; Fireplace. Fin Bsmnt Apt W/O. Great Value Highest End Finishes Thr/Out. Panelled Fridge, Wolfe Gas Stove, Miele Panelled D/W, 2 Washer/2Dryer, B/I's, Stunning Drapery &amp; Professionally Landscaped. Excl. Elf Over Din Tbl, Kit Tbl, Master Br, Front Hall. A True Gem!""",https://www.realmaster.com/en/toronto-on/463-st-germain-ave/bedford-park-nortown-TRBC5095716?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"463 St Germain Ave, Toronto, Ontario, M5M1W9"
2594,7 Risebrough Ave | House For Sale,C5112189,for sale,Residential House,,20210211,,,"1,699,000",2,2,1,,S,,,,"Absolutely Stunning Spacious And Bright Bungalow On A Low Traffic Street In A Very Demanding Area. Excellent Location !!!Great Lot: 65 X 122 Feet. New Roof,New Furnace,New Plumbing,New Doors,New Windows,New Hardwood Floor. Walking Distance To Shops &amp; Transit. Fridge, Stove, Washer, Dryer,Dishwasher,Microwave,..""",https://www.realmaster.com/en/toronto-on/7-risebrough-ave/newtonbrook-east-TRBC5112189?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"7 Risebrough Ave, Toronto, Ontario, M2M2E2"
2595,70 Annie Craig Dr | Condo Apt For Sale,,for sale,Residential Condo Apt,,20210211,,,"648,000",1,1,1,600-699,S,,,,"Vita on the Lake, Etobicoke - Builder: Mattamy Home  Floor plan: 1B+Den+2Bath Bathroom 室内面积: 615 平尺 超大阳台：161平尺 朝向南,价格包括车位和储藏室！！！ Vita是一幢53层的海滨公寓，可俯瞰湖泊，市区和亨伯湾公园的自然环境。该建筑是计划中的两座建筑之一，将为居民提供各种套房类型。 Vita的设施令人印象深刻，包括大型健身房，瑜伽室，宴会厅和休息室。还将有一个室外游泳池和带烧烤区的休息室。  Vita on the Lake距多伦多市中心仅数分钟之遥，但居民也将可以享受湖滨公园和步道的自然环境。  拿钥匙: 2021年10月  新年特价 $63.8万 !!!""",https://www.realmaster.com/en/toronto-on/70-annie-craig-dr/RM1-37853?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"70 Annie Craig Dr, Toronto, Ontario, M8V"
2596,95 Lake Shore Blvd E | Condo Apt For Sale,,for sale,Residential Condo Apt,45,20210211,,,"758,000",1,1,0,500-599,W,,No,,"楼花转让细节： 原价价格: $570,990 使用面积: 501 平尺 阳台: 111平尺 朝向: 西 （可以看湖景） 楼层: 45 没有车位和储藏室 管理费: $0.65 每平尺 拿钥匙：2022-02 叫价：$758,000 已付开放商：$114,198 封顶费：$10,000 地址：95 Lake Shore Blvd E, Toronto, ON, M5E 1Z2 项目介绍： SugarWharf 由顶级开发商Menkes开发的Sugar Wharf项目精品楼位于Yonge/Queens Quay E东北（95 LakeShore Blvd E），现有的LCBO所处的街区。整个项目占地4.7英亩，包括1个办公楼，5栋住宅楼外加一个2亩的新公园以及全新的小学。办公楼高25层，约76万3平方尺，而现在的LCBO也会被重新扩建，形成占地2万5平尺的市中心旗舰店。以此同时，楼内30万平尺的面积也会分配给零售业和餐饮业，随时为居民提供便利。5栋住宅楼层高介于65层到90层之间。整个项目建成后预计会提供4500个工作岗位，并满足8000个人的住房需求。整个项目预计7年全部完工。开发商最贴心设计的PATH可以使您和您的家人一年四季足不出户就可以享受上班，购物，健身，吃喝玩乐等等。 Sugar Wharf项目还配套了各种贴心的设施，比如楼下占地2.2英亩的新公园，以及为工作族家庭配备的Daycare和新小学。  楼内便利设施：  园景户外露台 合作/会议室 剧院室 爱好/艺术室 带厨房的宴会厅，餐厅和酒吧 露台烧烤和用餐区 室内吊床休息室 乐高客房 游戏休息室 室内游泳池 音乐房 24小时参加的大厅 健身中心 儿童派对室和游乐区 纺纱室 篮球场 有氧运动工作室""",https://www.realmaster.com/en/toronto-on/95-lake-shore-blvd-e/RM1-37852?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"95 Lake Shore Blvd E, Toronto, Ontario, M4L3P1"
2597,1172 Glencairn Ave | House For Sale,W5111904,for sale,Residential House,,20210211,,,"2,299,000",4,4,0,3000-3500,S,,,,"Welcome To 1172 Glencairn Ave Nestled In The Sought-After Yorkdale-Glenpark Area, This Custom Built Gem Boasts Approx 3000Sq.Ft. Of Luxurious Finishes That Will Impress The Pickiest Of Homeowners. Too Many Details To List Here. This House Is A Must See! All Elf's, Kitchen Appliances Package. Exclude - All Interior Camera Systems And Monitors, Fire Pit, Front Bench, Freestanding Mailbox.""",https://www.realmaster.com/en/toronto-on/1172-glencairn-ave/yorkdale-glen-park-TRBW5111904?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"1172 Glencairn Ave, Toronto, Ontario, M6B2B5"
2598,70 Town Centre Crt 3006 | Apartment For Sale,E5103652,for sale,Residential Apartment,29,20210203,,,"388,800",1,1,0,500-599,S,None,Owned,299.48,"Low Condo Fees Under $300 * High Floor With South View * Upgraded One-Bedroom In Well-Maintained Eq1* Laminate Floors Thru'out * Crown Moulding * Stainless Steel Appliances * Granite Counters * Ceramic Backsplash * Under Cabinet Lighting * Mirrored Closets * Smooth Ceilings * One Locker Included * Hwy 401, Scarborough Town Centre, Transit Station At The Door * 24-Hr Concierge &amp; Great Amenities Fridge, Stove, B/I D'washer, Range Hood, Stacked Washer &amp; Dryer * Glass Shelving In Bathroom * Floating Shelves In Office Nook * Window Coverings * Elfs * 1 Locker Included""",https://www.realmaster.com/en/toronto-on/70-town-centre-crt/3006-bendale-TRBE5103652?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"3006 70 Town Centre Crt, Toronto, Ontario, M1P0B2"
2599,10 Martha Eaton Way 214 | Apartment For Sale,W5112023,for sale,Residential Apartment,2,20210211,,,"409,000",2,2,0,900-999,Sw,Exclusive118,None,726.21,"Spacious 2 Bedroom Condo In Convenient Location. Steps To Ttc, Close To Schools And Other Facilities. Ensuite Bath And Laundry. Open Concept Living / Dining Room. Combintion With Walk Out To Balcony. Lots Of Public And Building Amenities. Ample Visitors Parking.  Well Kept Building. Very Little Use For Elevators. Fridge, Stove, Washer &amp; Dryer, All Electric Light Fixtures And Window Coverings""",https://www.realmaster.com/en/toronto-on/10-martha-eaton-way/214-brookhaven-amesbury-TRBW5112023?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"214 10 Martha Eaton Way, Toronto, Ontario, M6M5B3"
2600,38 Fontenay Crt 201 | Apartment For Sale,W5112022,for sale,Residential Apartment,2,20210211,,,"509,900",1,1,1,700-799,Nw,Owned,Owned,679.14,"Welcome To The Beautiful Fountains Of Edenbridge - 38 Fontenay Court. This 1 Bedroom + Den Is Located In A Much Sought After Neighborhood. Conveniently Located Near Public Transit, Parks &amp; Trails, Golf Courses And More! Open Concept Layout And Large Balcony Great For Entertaining. Building Features Many Great Amenities: 24 Hr Concierge/Security, Gym, Indoor Pool, Sauna, Hot Tub, Guest Suite And Visitor Parking. Fridge, Stove, Dishwasher, Washer &amp; Dryer, All Electrical Light Fixtures, All Window Coverings.""",https://www.realmaster.com/en/toronto-on/38-fontenay-crt/201-edenbridge-humber-valley-TRBW5112022?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"201 38 Fontenay Crt, Toronto, Ontario, M9A5H5"
2601,30 Shore Breeze Dr 3315 | Apartment For Sale,W5112018,for sale,Residential Apartment,34,20210209,,,"585,000",1,1,0,0-499,Ne,Owned,Owned,418,"Welcome To Eau Du Soleil, A Modern Waterfront Community In Mimico! Be The First To Live At In This Large 485Sqft One Bedroom Plus Den With 100 Sqft Balcony! Luxury Amenities Inc Games Room, Saltwater Pool, Lounge,Gym, Yoga &amp; Pilates Studio, Dining Room, Party Room And More! Close To The Gardiner, Ttc &amp; Go Transit. Ss Appliances: Fridge, Stove, Dishwasher, Microwave. Stacked White Washer &amp; Dryer. 1 Parking &amp; 1 Locker Included""",https://www.realmaster.com/en/toronto-on/30-shore-breeze-dr/3315-mimico-TRBW5112018?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"3315 30 Shore Breeze Dr, Toronto, Ontario, M8V1A1"
2602,760 Lawrence Ave W 121 | Townhouse For Sale,W5110508,for sale,Residential Townhouse,3,20210210,,,"699,000",3,3,0,1200-1399,S,Owned126,None,464.7,"Rarely Available 3 Bdrm Town @ Liberty Walk W/Private Walkup, Spacious And Bright South Facing Unit W/Sunny Private Rooftop Terrace, Large Newer Windows Thruout, Tons Of Natural Light, High Ceilings, Main Floor Powder Room, Master Ensuite W/His &amp; Hers Closets, Spacious 2nd Bdrm W/Large Closet, Located @ Back Of Complex Away From Lawrence - Super Quiet, Parking Included, Kitec Removed Last Year, Walk To Subway &amp; Great Amenities, Easy Access To 401. Existing Fridge, Stove, Hood Fan, Dishwasher (Currently Not Operational), Stacked Washer/Dryer, Lighting Fixtures, Window Coverings, Parking, Private Door Access Not A Shared Entry.""",https://www.realmaster.com/en/toronto-on/760-lawrence-ave-w/121-yorkdale-glen-park-TRBW5110508?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"121 760 Lawrence Ave W, Toronto, Ontario, M6A3E7"
2603,205 Sherway Gardens Rd 504 | Apartment For Sale,W5107500,for sale,Residential Apartment,5,20210208,,,"520,000",1,1,1,600-699,N,Owned52,None,415.41,"Welcome To One Sherway! Upgraded 1 Bedroom + Den &amp; 1 Bathroom. Hardwood Floors. Open Concept Kitchen W/Breakfast Bar, Granite Counter Tops And Stainless Steel Appliances. Den That Can Be Used As 2nd Bedroom/Office. Minutes To Ttc, Bike/Walk Trails Along Ravine, Downtown, Airport &amp; All Major Highways. Amenities: Indoor Pool, Hot Tub, Sauna, Gym, Library, Party Room, Conference Room, Theater, Billiards, Virtual Golf, Put Green, Visitor Parking &amp; 24 Hr Concierge **24 Hr Concierge. Incl: Fridge, Stove, Dishwasher, Microwave, Washer, Dryer &amp; Electrical Light Fixtures. One Of The Larger Parking Spots. Conveniently Located Next To Sherway Gardens Mall, Bus Stop, Hospital, Qew/ Hwy 427, Ttc,.*""",https://www.realmaster.com/en/toronto-on/205-sherway-gardens-rd/504-islington-city-centre-west-TRBW5107500?d=https://www.realmaster.com/en/for-sale/Toronto-ON?page=29,"504 205 Sherway Gardens Rd, Toronto, Ontario, M9C0A5"
